Molecule ChEMBL ID,Canonical_smiles,Papp_(ucm/s),MW,TPSA,LogP,NumHDonors,NumHAcceptors,NumRotatableBonds,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,NumRadicalElectrons,NumValenceElectrons,FilterItLogS
CHEMBL240571,CNCC(=O)N[C@H](c1cc(C)ccc1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2F)CC1)C(C)C,8.0,517.0890000000003,64.68,4.347620000000003,2.0,4.0,9.0,1.0555555555555556,1.75,2.361111111111111,0.0,196.0,-7.377348193
CHEMBL438528,Cc1cc(COc2ccc(C(=O)N[C@@H]3C[C@@H](O)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1,0.1,435.4800000000001,120.78,2.4969200000000003,4.0,6.0,6.0,1.125,1.875,2.625,0.0,166.0,-4.824959258
CHEMBL498308,Cc1ccc(-c2nn(Cc3ccccc3)c(=O)c(C3=CS(=O)(=O)c4ccccc4N3)c2O)s1,0.3,477.5670000000002,101.29,4.231920000000003,2.0,8.0,4.0,1.0303030303030305,1.7575757575757576,2.484848484848485,0.0,166.0,-6.232289339
CHEMBL341380,Cc1cc(COc2ccc(NC(=O)[C@H]3NCCC[C@@H]3C(=O)NO)cc2)c2ccccc2n1,2.2,434.4960000000001,112.58,2.9343200000000005,4.0,6.0,6.0,1.15625,1.9375,2.71875,0.0,166.0,-5.683063218
CHEMBL1950885,CNC(=O)c1cc(Oc2ccc3nc(Nc4cccc(Br)c4)ncc3c2)ccn1,1.0,450.2960000000001,89.03,4.682800000000003,2.0,6.0,5.0,1.0344827586206895,1.896551724137931,2.7241379310344827,0.0,144.0,-7.231730368
CHEMBL1170875,CCCCN1C(=O)[C@H](CC2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)NC)cc3)cc1)CC2.Cl,3.91,611.2270000000002,90.98000000000002,5.6924000000000055,2.0,5.0,10.0,0.9767441860465116,1.6046511627906976,2.2093023255813957,0.0,234.0,-8.463108438
CHEMBL1503220,CCN1C(=O)c2ccccc2[S+]([O-])c2ccc(C(=O)NCc3ccc(OC)cc3)cc21,16.2,434.51700000000017,81.7,3.772000000000002,1.0,4.0,5.0,1.064516129032258,1.8064516129032255,2.5161290322580645,0.0,158.0,-6.644775449
CHEMBL3134104,CC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(C(F)(F)F)cc3)cc(F)c2NC1=O,14.0,445.39400000000006,104.37,3.1058000000000003,3.0,4.0,3.0,1.0333333333333334,1.6333333333333333,2.2,0.0,160.0,-6.503141061
CHEMBL371757,N[C@@H](Cc1ccc(-c2ccc(F)cc2)cc1)C(=O)N1CCSC1,5.61,330.4280000000001,46.330000000000005,2.8954000000000013,1.0,3.0,4.0,1.1304347826086956,1.7391304347826086,2.3043478260869565,0.0,120.0,-4.275763496
CHEMBL3616787,CC[C@H](C)[C@@H]1NC(=O)c2csc(n2)[C@H]([C@@H](C)CC)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,9.6,764.006,169.91,3.745000000000005,4.0,8.0,8.0,0.6851851851851852,1.2222222222222223,1.8148148148148149,0.0,294.0,-8.279889876
CHEMBL1682684,CCCNC[C@@H]1C[C@@]1(C(=O)N(C)Cc1ccc(F)cc1)c1ccc(Cl)c(Cl)c1,5.4,423.359,32.34,5.048400000000004,1.0,2.0,8.0,1.2142857142857142,1.9285714285714288,2.571428571428572,0.0,150.0,-7.585503248
CHEMBL3127137,CC(C)COc1ccc(-c2nc(N)[nH]c(=O)c2C#N)cc1C(F)(F)F,1.7,352.316,104.79,2.94438,2.0,5.0,4.0,1.4,2.08,2.64,0.0,132.0,-5.163859863
CHEMBL3577925,O=S(=O)(Nc1cc(-c2cc3c(-c4ccncc4)ncnc3s2)cnc1Cl)c1ccc(F)cc1F,4.8,515.9540000000002,97.73,5.547700000000002,1.0,7.0,5.0,0.9411764705882352,1.7352941176470589,2.5,0.0,170.0,-8.693629035
CHEMBL2376390,CN1CCc2cc(-c3ccc4oc5c(-c6ccccc6)nc(=O)n(CCN6CCC(F)(F)C6)c5c4c3)ccc2C1,0.55,540.6140000000003,54.510000000000005,5.805600000000006,0.0,6.0,5.0,0.925,1.725,2.525,0.0,204.0,-8.797967337
CHEMBL394543,O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCCCN2CCOCC2)CCCC1)c1sc2ccccc2c1Cl,15.1,597.1810000000005,99.77,4.163300000000004,3.0,6.0,11.0,1.0,1.7073170731707317,2.4390243902439024,0.0,218.0,-8.045972298
CHEMBL2158956,CCCCCCCCC(N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(N)=O,8.08,1081.3949999999998,300.04,3.7950000000000097,10.0,11.0,32.0,0.7012987012987013,1.324675324675325,2.0259740259740258,0.0,418.0,-11.59325115
CHEMBL199614,N#C[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(-c2ccc(F)cc2)cc1,7.21,337.398,70.12,2.877080000000001,1.0,3.0,4.0,1.2,1.8,2.4,0.0,128.0,-4.295539061
CHEMBL436791,CN(C)Cc1ccccc1-c1ccc(N2CCc3c(C(F)(F)F)nn(-c4ccc5onc(N)c5c4)c3C2=O)c(F)c1,8.9,564.5430000000001,93.42,5.685100000000005,1.0,7.0,5.0,1.0731707317073171,1.853658536585366,2.5853658536585367,0.0,210.0,-8.086356183
CHEMBL456104,CC(C)CCn1nc(-c2cccs2)c(O)c(C2=CS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,0.012,536.6570000000003,147.45999999999998,3.2928000000000006,3.0,10.0,7.0,1.2571428571428571,2.0,2.628571428571429,0.0,186.0,-5.609297868
CHEMBL1472,NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,0.147,362.3900000000002,150.28,-1.808099999999996,4.0,5.0,6.0,1.3846153846153846,2.1923076923076925,2.8076923076923075,0.0,140.0,-1.910989227
CHEMBL3134082,CC1(C)NC(=O)c2cc(S(=O)(=O)Nc3ccc(F)cc3F)cc(C#N)c2NC1=O,3.0,420.3970000000001,128.16,2.09778,3.0,5.0,3.0,1.137931034482759,1.827586206896552,2.4482758620689653,0.0,150.0,-6.157636734
CHEMBL439385,CCCCCCCCC(NC(=O)[C@@H](N)CCC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,3.992,501.6280000000002,180.4,2.1080000000000028,6.0,5.0,17.0,0.9444444444444444,1.6111111111111112,2.305555555555556,0.0,198.0,-5.532670465
CHEMBL3287851,CC(C)(C)C[C@H]1C[C@@H](c2cc(=O)[nH]o2)CCN1,2.6,238.331,58.03,2.2397,2.0,3.0,2.0,1.4705882352941178,2.235294117647059,2.823529411764706,0.0,96.0,-3.595103386
CHEMBL260674,O=C(O)CN1C(=O)[C@@]2(CC(=O)N(Cc3ccccc3F)C2=O)c2cc(Cl)ccc21,2.4,416.7920000000001,94.99,2.1072,1.0,4.0,4.0,1.103448275862069,1.793103448275862,2.4827586206896552,0.0,148.0,-4.549661569
CHEMBL3290352,COc1cnc2ccc(=O)n(CCN3CC[C@@H](NCc4cnc(C)c(C#N)c4)[C@@H](OC)C3)c2c1,11.7,462.55400000000026,105.3,1.8593,1.0,9.0,8.0,1.2058823529411764,2.0588235294117645,2.823529411764706,0.0,178.0,-5.767357944
CHEMBL2022626,CNC(=O)c1ccc2nc(C(F)(F)F)n(C)c2c1,8.98,257.2149999999999,46.92,1.9517,1.0,3.0,1.0,1.3888888888888888,2.055555555555556,2.611111111111111,0.0,96.0,-3.296972319
CHEMBL2323806,O=C(OCc1ccccc1)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,21.54,421.4720000000002,63.57,3.242100000000001,1.0,6.0,5.0,1.1290322580645162,1.870967741935484,2.5806451612903225,0.0,160.0,-5.461163224
CHEMBL3222238,CN(Cc1ccc(-c2ccc(N3CCOc4ncnc(N)c4C3=O)cc2)c(Cl)c1)S(C)(=O)=O,18.8,487.9690000000002,118.72,2.809800000000001,1.0,7.0,5.0,1.181818181818182,1.9090909090909087,2.575757575757576,0.0,172.0,-5.804744212
CHEMBL3287850,CC(C)C[C@H]1C[C@@H](c2cc(=O)[nH]o2)CCN1,1.0,224.304,58.03,1.8496,2.0,3.0,3.0,1.5625,2.375,3.0,0.0,90.0,-3.208402529
CHEMBL2022619,Cn1c(C(F)(F)F)nc2cc(C(=O)O)ccc21,7.25,244.17200000000005,55.120000000000005,2.2903,1.0,3.0,1.0,1.411764705882353,2.0588235294117645,2.588235294117647,0.0,90.0,-2.285400351
CHEMBL3616775,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)NC(=O)c2csc(n2)[C@H]([C@@H](C)CC)NC(=O)[C@@H]2CCCN2C1=O,1.3,721.9249999999997,169.91,2.7188000000000025,4.0,8.0,6.0,0.7647058823529411,1.3333333333333333,1.9411764705882355,0.0,276.0,-7.504621567
CHEMBL2177907,N#Cc1cncc(-c2cccc(C3(c4ccnc(C(F)(F)F)c4)N=C(N)c4c(F)cccc43)c2)c1,16.0,473.4330000000001,87.95,5.183980000000003,1.0,5.0,3.0,0.9142857142857144,1.6857142857142855,2.4571428571428573,0.0,172.0,-8.55256048
CHEMBL3098561,CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]34OC(=O)O[C@H]3[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccn3)C(C)=C([C@@H](OC(=O)N(C)C)C(=O)[C@]12C)C4(C)C,4.68,935.9769999999996,250.95,4.167600000000004,2.0,18.0,10.0,0.9701492537313432,1.6417910447761197,2.208955223880597,0.0,362.0,-5.774185024
CHEMBL447787,CC(C)c1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2CN(C(=O)OC(C)(C)C)C[C@@H]2C(=O)NO)cc1,0.2,521.6180000000003,125.79,3.678700000000002,3.0,7.0,6.0,1.0789473684210529,1.763157894736842,2.3947368421052637,0.0,202.0,-4.726191549
CHEMBL3125169,C=Cc1cc(C(NC(=O)OC(C)(C)C)C(=O)Nc2cccc(C(=O)NS(=O)(=O)c3ccc(C(F)(F)F)cc3)c2)ccc1Oc1cc(OC)nc(-c2ccccc2)n1,1.0,803.816,174.90999999999997,7.929500000000007,3.0,10.0,12.0,0.8421052631578947,1.5263157894736843,2.1578947368421053,0.0,296.0,-10.66863248
CHEMBL208950,COc1cnn(C)c(=O)c1-c1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1,0.13,476.31600000000014,110.52,3.188400000000001,2.0,6.0,7.0,1.15625,1.78125,2.34375,0.0,166.0,-5.980109508
CHEMBL2170949,c1cnc2ccc(Cn3nnc4ncc(-c5cnn([C@@H]6CCNC6)c5)nc43)cc2c1,3.1,397.4460000000002,99.23,2.2157,1.0,9.0,4.0,1.1333333333333333,2.1333333333333333,3.066666666666667,0.0,148.0,-5.215338791
CHEMBL3127117,Nc1nc(-c2ccc(OCC3CCOC3)c(OC(F)(F)F)c2)c(Cl)c(=O)[nH]1,6.4,405.75999999999993,99.46,2.9864000000000006,2.0,6.0,5.0,1.3703703703703705,2.1481481481481484,2.814814814814815,0.0,146.0,-5.188147991
CHEMBL2402254,CCOC(=O)c1cnc(N2CCN(C(=O)NS(=O)(=O)c3ccc(F)cc3)CC2)c(Cl)c1,0.54,470.9100000000002,108.91,2.2713,1.0,7.0,5.0,1.1935483870967742,1.8387096774193548,2.419354838709677,0.0,166.0,-4.571660783
CHEMBL446086,O=C(/C=C/c1cccc(F)c1)NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCC2CCN(CC3CCOCC3)CC2)CCCC1,2.1,618.7939999999999,99.77,4.250200000000003,3.0,5.0,12.0,0.9555555555555556,1.6888888888888889,2.4,0.0,242.0,-7.626027889
CHEMBL1649928,CC(=O)N[C@@H](CCN1[C@H]2CC[C@@H]1C[C@H](n1c(C)nc3c1CCN(c1ccncn1)C3)C2)c1cccc(F)c1,15.0,517.6530000000004,79.18,4.118720000000003,1.0,7.0,7.0,1.1842105263157894,2.0,2.710526315789474,0.0,200.0,-6.103363732
CHEMBL1721157,NC(=O)C1CCN(c2ncc(-c3ccc4c(c3)OCCCO4)s2)CC1,13.1,359.4510000000002,77.68,2.6731000000000007,1.0,6.0,3.0,1.2,1.96,2.72,0.0,132.0,-3.554478724
CHEMBL2011122,CCOc1ccc([C@H](Nc2nc(N3CCN(C(C)=O)CC3)nc3c2CN(C(C)C)C3=O)C(F)(F)F)cc1,2.0,520.5560000000003,90.9,3.6235000000000026,1.0,7.0,7.0,1.108108108108108,1.7567567567567568,2.2972972972972974,0.0,200.0,-5.598369555
CHEMBL396609,CC(C)C[C@@H](c1c(O)c(C=O)c(O)c(C=O)c1O)[C@@]1(C)CC[C@@H]2[C@@H]1[C@H]1[C@@H](CC[C@@]2(C)O)C1(C)C,1.63,472.6220000000004,115.06,5.407600000000007,4.0,6.0,6.0,0.8529411764705882,1.3823529411764706,1.8823529411764703,0.0,188.0,-4.763777245
CHEMBL2419490,CCOC(=O)c1cc(C#N)c(N2CCC(C(=O)NS(=O)(=O)Cc3ccccc3)CC2)nc1C,1.0,470.5510000000002,129.45999999999998,2.301,1.0,8.0,7.0,1.2424242424242424,1.9090909090909087,2.515151515151515,0.0,174.0,-5.266882925
CHEMBL2023071,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)nc2cc[nH]c2c1=O,3.44,348.41,103.73,1.5720799999999997,2.0,6.0,3.0,1.3461538461538465,2.1923076923076925,3.0,0.0,132.0,-3.817010998
CHEMBL233035,O=C(CN1C(=O)C(NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NCCO,14.0,446.91600000000017,114.53000000000002,1.6789999999999996,4.0,5.0,6.0,1.3,2.1,2.8666666666666667,0.0,156.0,-5.12109682
CHEMBL427853,O=C(O)c1cc(NC(=S)NCCO)ccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,0.26,450.4720000000002,132.03,3.247300000000001,5.0,6.0,5.0,1.03125,1.8125,2.5625,0.0,162.0,-5.605670328
CHEMBL3098556,CO[C@H]1C[C@H]2OC[C@@]2(OC(C)=O)[C@H]2[C@H](OC(=O)c3ccccc3)[C@]34OC(=O)O[C@H]3[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccn3)C(C)=C([C@@H](OC)C(=O)[C@]12C)C4(C)C,3.66,878.9249999999997,230.64,4.115800000000003,2.0,17.0,10.0,0.9682539682539684,1.6507936507936507,2.2222222222222223,0.0,340.0,-6.200323139
CHEMBL3616782,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)N(C)C(=O)c2csc(n2)[C@H]([C@@H](C)CC)NC(=O)[C@@H]2CCCN2C1=O,0.2,735.9519999999997,161.12,3.0610000000000026,3.0,8.0,6.0,0.7884615384615384,1.3461538461538465,1.9423076923076923,0.0,282.0,-7.155087453
CHEMBL395973,COc1ccc2cc(C(=O)NC3(C(=O)N[C@H](Cc4ccccc4)C(=O)NCC4CCN(CC5CCOCC5)CC4)CCCC3)sc2c1,1.1,660.8809999999999,109.0,4.934800000000004,3.0,7.0,12.0,0.9787234042553192,1.7234042553191489,2.4468085106382977,0.0,252.0,-8.270661654
CHEMBL1171138,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)N4C3)nc(-c3ccccc3)nc2c1C,26.0,702.8340000000001,160.13,3.710720000000003,2.0,9.0,7.0,1.08,1.86,2.6,0.0,264.0,-7.000847309
CHEMBL2418948,CC(=O)Nc1nc2ccc(-c3cnc(N)c(C(F)(F)F)c3)cc2s1,16.0,352.341,80.9,3.917700000000001,2.0,5.0,2.0,1.25,2.0,2.6666666666666665,0.0,124.0,-5.232048914
CHEMBL2017671,Cc1c(C(Cc2ccc(F)c(F)c2)P(=O)(OC(C)C)OC(C)C)sc2ccccc12,0.075,452.50300000000016,35.53,7.814820000000006,0.0,4.0,8.0,0.9666666666666668,1.6,2.1666666666666665,0.0,162.0,-7.215975905
CHEMBL1712678,CSc1ccc(-c2cnc(N3CCC(C(N)=O)CC3)s2)cc1,1.6,333.482,59.220000000000006,3.2337000000000007,1.0,5.0,4.0,1.318181818181818,2.0,2.590909090909091,0.0,116.0,-3.60723385
CHEMBL467771,CNCC(=O)N[C@H](c1cccc(F)c1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2)CC1)C(C)C,1.0,503.0620000000002,64.68,4.039200000000003,2.0,4.0,9.0,1.0285714285714285,1.6857142857142855,2.2857142857142856,0.0,190.0,-6.854917538
CHEMBL1738710,Cc1ccc(C(=O)NCCO)cc1-n1cnc(OCc2ccc(F)cc2F)c(Cl)c1=O,7.99,449.8410000000002,93.45000000000002,2.773620000000001,2.0,6.0,7.0,1.2580645161290325,2.032258064516129,2.7419354838709675,0.0,162.0,-6.526688434
CHEMBL3102930,CC[C@H](C)[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@]1(C)CCCC/C=C\CCCC[C@](C)(NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@@H](N)Cc2cnc[nH]2)C(C)C)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(N)=O)C(=O)N1)C(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O,0.1,3546.10099999999,1532.119999999999,-14.215260000000177,54.0,50.0,108.0,0.3147410358565737,0.6414342629482072,1.047808764940239,0.0,1398.0,-17.86519113
CHEMBL583658,Cc1cccc(C(=O)N[C@H]2C[C@@H](n3cnc(NC(=O)Cc4cccc5ccccc45)c3)C2)n1,14.0,439.5190000000002,88.91000000000001,4.054420000000003,2.0,5.0,6.0,1.0303030303030305,1.818181818181818,2.6666666666666665,0.0,166.0,-6.257270618
CHEMBL509267,Cc1c(-c2cccc(OCCCCC(=O)O)c2F)c(=O)n(C[C@@H](c2ccccc2)N(C)C)c(=O)n1Cc1c(F)cccc1C(F)(F)F,17.0,659.6520000000004,93.77,6.267320000000007,1.0,7.0,13.0,0.9361702127659576,1.6170212765957446,2.25531914893617,0.0,250.0,-8.852261953
CHEMBL2057368,CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(NC(=O)NCCn4nnc(C5CC5)n4)nn3c2)c1,0.08,525.5990000000003,173.98,1.5536999999999992,3.0,11.0,8.0,1.135135135135135,1.945945945945946,2.702702702702702,0.0,194.0,-5.175411341
CHEMBL2387692,Cc1c(CC(=O)O)c(-c2ccccc2)nn1Cc1ccccc1S(=O)(=O)c1ccccc1,13.0,446.5280000000001,89.25999999999999,4.366720000000004,1.0,5.0,7.0,0.90625,1.5,2.15625,0.0,162.0,-6.216285076
CHEMBL2180037,CC#Cc1cncc(-c2cccc(C3(C4CC4)N=C(C)C(N)=N3)c2)c1,27.0,328.41900000000004,63.63,3.514500000000001,1.0,4.0,3.0,1.12,1.96,2.64,0.0,124.0,-5.439824842
CHEMBL205503,CCC1=C(c2cccnc2)CCc2ccccc21,21.6,235.33,12.89,4.348600000000003,0.0,1.0,2.0,1.0555555555555556,1.9444444444444444,2.7222222222222223,0.0,90.0,-5.208923267
CHEMBL2349184,CC(C)C[C@H](CO)Nc1nc(S(=O)(=O)Cc2ccccc2)nc2[nH]c(=O)sc12,1.0,422.5320000000001,125.04,2.1724,3.0,8.0,8.0,1.2142857142857142,1.9285714285714288,2.571428571428572,0.0,150.0,-5.28231842
CHEMBL4204251,Cc1c[nH]c2ncnc(O[C@H]3CC[C@H](N4C[C@H]5C[C@@H]4CO5)CC3)c12,25.0,328.41600000000017,63.27,2.4294200000000004,1.0,5.0,3.0,1.2083333333333333,2.083333333333333,2.833333333333333,0.0,128.0,-3.54060626
CHEMBL2326175,CN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(-c4ncn(C)n4)cc23)CC1,18.0,389.4780000000002,38.88,4.374300000000003,0.0,5.0,3.0,1.0,1.7586206896551724,2.4482758620689653,0.0,148.0,-5.248432575
CHEMBL497206,O=c1c(C2=CS(=O)(=O)c3ccccc3N2)c(O)c2cc(F)ccc2n1Cc1ccc(F)cc1,0.6,466.4650000000002,88.4,4.2314000000000025,2.0,6.0,3.0,0.9393939393939394,1.6363636363636365,2.393939393939394,0.0,166.0,-6.677175966
CHEMBL1644463,CC(C)S[C@H](NC(=O)[C@@H](C[C@H](O)[C@@H]1COCc2cccc(c2)C(c2ccccc2)NC(=O)c2cc(cc(N(C)S(C)(=O)=O)c2)C(=O)N1)C(C)C)C(=O)NCc1ccccc1,0.4,858.0959999999999,183.24,5.153900000000004,5.0,9.0,14.0,0.85,1.4666666666666666,2.083333333333333,0.0,320.0,-9.681189755
CHEMBL229212,CC(C)CCNC(=O)c1ccc(N2CCN(C(=O)c3ccccc3C(F)(F)F)CC2)nn1,25.0,449.47700000000015,78.43,3.2337000000000025,1.0,5.0,6.0,1.03125,1.71875,2.3125,0.0,172.0,-5.387108482
CHEMBL243498,O=C(NC1(C(=O)N[C@H](Cc2ccccc2)C(=O)NCC2CCN(C3CCOCC3)CC2)CCCC1)c1cc2ccccc2s1,1.6,616.8280000000007,99.77,4.678600000000004,3.0,6.0,10.0,0.9318181818181818,1.6363636363636365,2.363636363636364,0.0,234.0,-7.648357145
CHEMBL1672611,O=C(Nc1cnc(-c2ccncc2)c(-c2ccco2)n1)C1CC1,26.0,306.3250000000001,80.91000000000001,3.147100000000002,1.0,5.0,4.0,1.173913043478261,2.0,2.6956521739130435,0.0,114.0,-4.903137179
CHEMBL2058910,CCN(C)c1nc2ccc(C(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc3ccccc3)NC(=O)OCc3cncs3)cc2o1,10.0,579.7230000000002,121.03000000000002,4.737200000000004,2.0,9.0,13.0,1.146341463414634,1.9268292682926829,2.609756097560976,0.0,218.0,-6.562219502
CHEMBL137703,Cc1cc(COc2ccc(NC(=O)[C@H]3CCN(C(=O)C(C)C)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1,0.3,504.5870000000002,120.86,3.6868200000000018,3.0,6.0,7.0,1.0810810810810811,1.8108108108108107,2.5135135135135136,0.0,194.0,-5.665419926
CHEMBL1197758,Cc1cc(C)c(CSC(=N)N)c(C)c1CSC(=N)N,0.9,296.46500000000003,99.74,2.8652,4.0,4.0,4.0,0.9473684210526316,1.3157894736842106,1.631578947368421,0.0,104.0,-3.898170909
CHEMBL1950884,CNC(=O)c1cc(Oc2ccc3nc(Nc4cccc(Cl)c4)ncc3c2)ccn1,1.0,405.8450000000001,89.03,4.573700000000002,2.0,6.0,5.0,1.0344827586206895,1.896551724137931,2.7241379310344827,0.0,144.0,-7.037696751
CHEMBL444708,COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCCNC(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1Cl,22.0,771.362,168.91999999999996,5.288500000000004,3.0,10.0,8.0,1.1538461538461535,1.9615384615384612,2.6923076923076925,0.0,278.0,-8.277524317
CHEMBL1087038,Cc1cnc(NCC(c2ccccc2)c2ccccc2)c(=O)n1CC(=O)NCCONC(=N)N,12.98,463.5420000000003,147.15,1.32659,5.0,7.0,11.0,1.1176470588235294,1.7352941176470589,2.323529411764706,0.0,178.0,-5.598518349
CHEMBL3222232,Nc1ncnc2c1C(=O)N(c1ccc(-c3ccc(CC(=O)N4CC[C@@H](O)C4)cc3Cl)cc1)CCO2,1.1,493.95100000000025,121.88,2.554100000000001,2.0,7.0,4.0,1.1714285714285717,1.9714285714285715,2.685714285714285,0.0,180.0,-5.350581125
CHEMBL401825,CC(C)CCn1nc(-c2cccs2)c(O)c(C2=Nc3ccc(NS(C)(=O)=O)cc3S(=O)(=O)N2)c1=O,0.02,537.6450000000002,159.81999999999996,2.4652000000000003,3.0,10.0,7.0,1.2571428571428571,2.0,2.628571428571429,0.0,186.0,-5.611507987
CHEMBL1917389,O=C(O)COc1ccc(Cl)cc1C#Cc1cccc(Cl)c1,18.4,321.159,46.53,3.856600000000002,1.0,2.0,3.0,1.0952380952380951,1.8571428571428568,2.571428571428572,0.0,106.0,-4.667209114
CHEMBL2442750,Cc1c(CC(=O)O)c2cccnc2n1Cc1ccc(S(C)(=O)=O)cc1,2.2,358.41900000000004,89.25999999999999,2.423620000000001,1.0,5.0,5.0,1.2,1.88,2.48,0.0,130.0,-4.380974633
CHEMBL239851,O=C(Cc1ccccc1)N[C@H]1CO[C@@H](/C=C/c2ccccc2)OC1,7.87,323.39200000000005,47.56,2.800200000000001,1.0,3.0,5.0,1.0,1.625,2.2916666666666665,0.0,124.0,-4.001667969
CHEMBL3601003,O=C(O)CCc1ccc(OCc2nc(-c3ccc(Cl)cc3)no2)cc1,2.1,358.781,85.45,3.986200000000002,1.0,5.0,7.0,1.12,1.84,2.52,0.0,128.0,-5.588555716
CHEMBL1642641,COC(=O)[C@H](C)NP(=O)(OC[C@H]1O[C@@H](n2ccc3c(-c4cccs4)ncnc32)[C@H](O)[C@@H]1O)Oc1ccccc1,9.75,574.5520000000002,154.26,3.133800000000001,3.0,12.0,10.0,1.1794871794871795,1.9743589743589745,2.6923076923076925,0.0,206.0,-3.32804005
CHEMBL256945,CC(C)(C)CCn1nc(C2=CCCC2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,0.03,535.6480000000001,159.81999999999996,2.884900000000001,3.0,9.0,6.0,1.25,1.9722222222222223,2.583333333333333,0.0,194.0,-5.807998672
CHEMBL468636,COc1cc(Cl)ccc1C[C@@H](C)C(=O)N1CCN(c2ccc(Cl)cc2[C@@H](NC(=O)C2CNC2)C(C)C)CC1,0.3,561.554,73.91,4.562100000000003,2.0,5.0,9.0,1.0263157894736843,1.6842105263157894,2.289473684210526,0.0,206.0,-7.207845475
CHEMBL560241,Cc1cc(-c2ccc(Cl)c(C(=O)NCC3(O)CCCCCC3)c2)n[nH]1,26.0,361.87300000000016,78.00999999999999,3.853620000000002,3.0,3.0,4.0,1.28,2.0,2.64,0.0,134.0,-5.867280703
CHEMBL414590,NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](N)CCC(=O)O,7.762,332.3600000000002,151.29999999999998,-0.1274000000000006,5.0,4.0,8.0,1.25,1.9583333333333333,2.625,0.0,128.0,-2.415275769
